session_id,user_id,login_time,duration_minutes,ip_address,device_type,module_accessed
2594,237,2024-12-17 11:52:24,4,78.160.222.87,Desktop,Forum
2595,616,2024-08-09 14:02:00,18,74.34.58.182,Desktop,Video
2596,519,2024-09-20 16:58:56,53,145.48.104.227,Desktop,Forum
2597,283,2025-03-19 08:45:19,0,40.203.161.58,Desktop,Assignment
2598,1,2025-05-02 19:34:09,9,124.195.163.25,Tablet,Forum
2599,731,2025-03-30 10:01:51,0,105.177.190.170,Tablet,Forum
2600,464,2025-06-06 05:59:55,16,78.188.197.130,Mobile,Quiz
2601,230,2025-07-03 06:20:55,39,219.89.24.17,Tablet,Forum
2602,967,2024-09-02 23:42:04,48,70.5.134.25,Mobile,Forum
2603,172,2024-12-21 00:51:22,87,124.142.236.125,Mobile,Forum
2604,87,2025-02-09 19:14:53,28,70.185.108.225,Mobile,Assignment
2605,553,2025-05-03 10:22:42,8,35.40.222.33,Tablet,Video
2606,123,2024-08-25 07:18:39,77,15.16.220.145,Desktop,Quiz
2607,843,2024-12-03 21:26:21,44,30.192.121.153,Mobile,Quiz
2608,298,2025-07-20 21:32:29,25,144.179.12.190,Desktop,Forum
2609,885,2025-03-30 00:01:33,35,20.15.39.83,Mobile,Forum
2610,929,2025-05-12 16:50:37,77,48.21.178.111,Tablet,Video
2611,690,2024-11-19 23:52:56,37,212.232.10.181,Mobile,Forum
2612,575,2025-01-05 19:26:00,13,194.241.239.249,Tablet,Assignment
2613,484,2024-12-28 08:19:58,37,144.71.162.235,Desktop,Video
2614,165,2024-08-03 09:47:53,1,148.144.197.50,Tablet,Forum
2615,699,2024-10-05 03:31:27,14,135.1.106.22,Desktop,Video
2616,383,2025-05-11 17:32:32,15,128.121.161.21,Tablet,Quiz
2617,209,2024-11-02 11:15:33,5,62.235.38.209,Mobile,Forum
2618,739,2025-05-01 22:54:44,0,29.206.53.163,Mobile,Video
2619,432,2025-04-05 06:35:44,4,28.59.3.125,Tablet,Video
2620,389,2025-05-10 03:29:39,31,173.150.16.209,Desktop,Forum
2621,560,2025-07-03 14:37:48,48,203.188.6.194,Desktop,Video
2622,224,2024-08-25 12:08:34,133,189.194.139.244,Desktop,Forum
2623,3,2025-06-15 17:12:26,12,54.232.244.118,Tablet,Forum
2624,372,2025-07-15 00:51:22,27,209.212.64.200,Tablet,Assignment
2625,687,2025-01-10 01:04:43,83,111.121.240.13,Tablet,Assignment
2626,446,2024-09-08 22:19:58,5,185.70.86.101,Tablet,Video
2627,611,2025-05-29 22:28:29,37,203.198.98.71,Desktop,Video
2628,116,2024-10-08 03:25:02,42,85.88.198.253,Desktop,Video
2629,270,2025-03-04 10:17:50,2,150.254.102.21,Tablet,Quiz
2630,447,2024-11-04 01:38:21,59,182.37.186.79,Tablet,Forum
2631,368,2024-11-20 11:12:40,50,173.95.214.180,Desktop,Forum
2632,253,2025-03-21 18:48:15,1,195.72.85.151,Desktop,Quiz
2633,317,2025-02-10 08:21:54,2,158.148.179.68,Mobile,Quiz
2634,415,2025-02-20 02:28:56,1,75.0.109.105,Tablet,Video
2635,95,2025-06-22 11:17:49,12,81.8.51.52,Mobile,Forum
2636,785,2025-05-29 23:12:29,21,40.5.101.39,Desktop,Assignment
2637,892,2024-10-28 09:06:22,22,138.197.32.213,Desktop,Assignment
2638,24,2025-04-21 08:06:52,9,45.222.132.203,Tablet,Quiz
2639,628,2025-05-31 23:57:40,72,218.52.72.79,Mobile,Quiz
2640,663,2024-08-13 16:18:32,13,178.144.157.58,Desktop,Forum
2641,850,2024-12-18 01:18:18,1,166.68.197.183,Mobile,Forum
2642,50,2025-03-05 09:02:53,10,106.139.92.186,Mobile,Assignment
2643,502,2025-01-25 09:05:17,22,109.155.22.76,Mobile,Forum
2644,718,2024-10-17 07:03:53,15,70.205.114.168,Mobile,Video
2645,498,2025-05-17 03:35:04,9,13.164.135.253,Mobile,Quiz
2646,335,2025-07-24 00:27:30,4,188.251.199.249,Tablet,Assignment
2647,79,2025-01-11 09:47:51,51,108.204.74.126,Tablet,Assignment
2648,582,2024-11-09 10:22:02,166,29.40.118.42,Mobile,Video
2649,27,2025-05-11 18:30:00,11,98.3.255.109,Tablet,Forum
2650,271,2025-04-19 05:50:25,14,208.104.35.203,Desktop,Forum
2651,562,2025-05-23 23:32:04,28,74.217.136.7,Mobile,Quiz
2652,804,2024-10-05 20:08:39,38,163.238.82.54,Tablet,Video
2653,247,2024-11-10 05:38:01,14,210.202.65.168,Tablet,Assignment
2654,776,2025-02-05 12:04:33,70,43.51.64.57,Desktop,Video
2655,591,2025-04-12 11:26:24,24,128.220.71.79,Desktop,Assignment
2656,387,2024-08-12 11:31:01,17,154.184.104.199,Desktop,Video
2657,702,2025-03-17 12:39:35,31,60.96.103.103,Desktop,Forum
2658,559,2024-12-27 13:02:55,91,90.59.244.99,Mobile,Assignment
2659,973,2025-07-14 00:37:13,47,48.201.34.31,Tablet,Quiz
2660,361,2024-10-04 02:38:19,1,218.247.83.105,Tablet,Video
2661,866,2025-04-15 02:31:41,12,172.107.193.161,Desktop,Forum
2662,984,2024-11-13 08:44:46,19,203.55.31.165,Tablet,Assignment
2663,488,2024-11-08 14:43:31,11,21.236.111.14,Tablet,Forum
2664,352,2024-07-27 16:14:54,36,82.62.25.202,Tablet,Video
2665,701,2024-12-30 20:23:16,52,129.51.105.241,Desktop,Quiz
2666,928,2024-10-14 03:49:11,39,178.101.88.63,Tablet,Quiz
2667,256,2024-08-01 23:38:32,136,69.102.216.112,Tablet,Video
2668,222,2025-05-25 10:24:31,9,143.184.20.89,Tablet,Assignment
2669,884,2025-01-02 14:57:23,62,44.217.199.135,Mobile,Forum
2670,753,2025-04-06 22:50:10,43,5.107.204.184,Mobile,Forum
2671,781,2024-09-14 02:41:05,13,83.16.113.128,Tablet,Assignment
2672,1,2024-11-09 10:11:55,39,172.191.201.141,Tablet,Video
2673,546,2024-11-06 10:17:10,3,78.56.104.23,Tablet,Forum
2674,446,2025-01-21 07:26:01,46,32.94.216.233,Tablet,Forum
2675,79,2025-03-15 08:59:39,22,154.223.46.228,Tablet,Video
2676,236,2025-05-28 14:54:34,10,194.147.3.2,Tablet,Forum
2677,334,2025-03-29 06:27:43,31,17.49.84.197,Mobile,Assignment
2678,889,2024-11-26 06:37:46,30,49.251.175.60,Desktop,Assignment
2679,349,2024-09-01 10:39:04,7,58.192.69.114,Tablet,Video
2680,98,2024-10-19 16:03:19,0,172.112.107.176,Tablet,Video
2681,82,2024-10-21 00:41:16,17,29.243.28.1,Tablet,Assignment
2682,502,2024-08-01 17:37:15,25,220.130.111.132,Desktop,Video
2683,967,2025-04-27 01:36:26,62,126.181.61.253,Tablet,Assignment
2684,477,2024-11-28 18:44:34,79,84.214.12.42,Tablet,Assignment
2685,927,2024-10-19 13:34:35,22,114.198.130.88,Desktop,Assignment
2686,704,2024-08-19 11:06:19,42,103.177.211.187,Tablet,Forum
2687,765,2025-03-20 03:42:08,17,91.61.52.191,Desktop,Video
2688,921,2024-11-14 11:57:05,41,142.68.130.8,Desktop,Forum
2689,550,2025-05-04 12:08:57,6,141.40.82.46,Tablet,Video
2690,14,2025-04-28 05:48:12,13,196.202.252.30,Mobile,Quiz
2691,392,2025-03-19 08:24:26,30,161.213.172.56,Mobile,Forum
2692,347,2025-06-11 21:08:04,0,80.147.12.194,Tablet,Forum
2693,310,2025-01-20 14:41:01,38,37.246.58.5,Desktop,Forum
2694,386,2025-03-11 00:55:34,54,195.50.220.196,Desktop,Quiz
2695,209,2025-01-05 02:58:52,15,76.205.156.249,Desktop,Video
2696,357,2025-03-29 05:40:45,17,188.115.107.163,Tablet,Quiz
2697,974,2025-03-13 21:07:19,57,50.105.196.11,Mobile,Video
2698,601,2024-11-30 09:21:36,44,76.149.139.17,Desktop,Video
2699,568,2025-02-20 23:55:22,10,30.216.114.248,Desktop,Video
2700,94,2024-12-23 19:16:48,11,28.109.117.20,Tablet,Video
2701,93,2025-01-26 10:06:33,34,15.160.48.137,Mobile,Video
2702,340,2025-07-21 20:12:39,24,200.32.103.212,Mobile,Quiz
2703,597,2025-02-27 06:54:37,5,45.86.227.96,Tablet,Forum
2704,445,2024-07-30 14:18:15,11,164.173.85.26,Mobile,Quiz
2705,757,2024-12-05 21:42:05,69,104.184.84.245,Tablet,Forum
2706,22,2024-12-04 23:45:13,34,166.219.104.241,Desktop,Forum
2707,291,2024-11-26 20:27:21,128,167.146.248.115,Tablet,Assignment
2708,485,2024-12-07 05:32:13,43,53.197.134.4,Desktop,Forum
2709,784,2025-06-10 04:37:27,85,92.63.147.40,Tablet,Quiz
2710,306,2025-01-14 07:07:10,7,69.137.234.59,Desktop,Assignment
2711,634,2024-09-22 15:50:54,44,175.244.143.118,Desktop,Video
2712,128,2025-01-21 02:49:56,0,140.21.16.88,Tablet,Video
2713,625,2025-06-22 12:20:38,33,106.236.141.124,Desktop,Forum
2714,939,2025-05-10 02:26:02,19,74.203.251.113,Mobile,Video
2715,273,2025-02-04 11:56:59,12,46.7.64.185,Tablet,Video
2716,848,2024-10-15 12:27:07,59,24.136.14.250,Mobile,Assignment
2717,442,2025-02-17 10:00:32,57,178.125.22.69,Desktop,Quiz
2718,503,2025-04-22 16:26:27,0,181.98.11.71,Desktop,Video
2719,130,2024-09-29 17:48:32,28,117.134.142.50,Desktop,Video
2720,132,2025-04-13 01:51:10,13,26.186.75.144,Tablet,Quiz
2721,597,2024-12-24 04:48:12,16,166.56.51.178,Desktop,Assignment
2722,935,2024-11-02 00:23:48,53,156.182.112.173,Mobile,Assignment
2723,482,2024-12-29 04:49:32,11,128.176.159.184,Mobile,Video
2724,862,2024-08-07 05:54:53,85,108.177.219.41,Tablet,Forum
2725,390,2025-04-08 07:19:31,5,187.212.197.151,Mobile,Quiz
2726,593,2025-06-21 17:06:12,32,188.28.172.182,Tablet,Assignment
2727,999,2025-03-04 14:11:41,33,170.140.25.91,Tablet,Video
2728,985,2024-08-25 05:51:13,8,34.167.82.19,Desktop,Assignment
2729,325,2025-03-27 22:05:42,11,126.239.106.164,Mobile,Video
2730,69,2025-01-30 16:02:12,54,110.241.37.70,Mobile,Quiz
2731,660,2025-02-28 17:06:15,43,184.132.224.174,Mobile,Forum
2732,448,2024-12-06 19:35:27,11,64.198.12.122,Desktop,Quiz
2733,528,2024-08-26 23:38:33,22,192.176.26.81,Tablet,Assignment
2734,819,2024-10-14 07:41:11,1,142.137.103.153,Mobile,Assignment
2735,617,2025-05-12 05:08:09,7,13.101.60.196,Mobile,Assignment
2736,165,2025-02-16 09:19:19,19,148.7.105.22,Mobile,Forum
2737,488,2024-12-16 02:16:58,2,24.146.198.112,Mobile,Quiz
2738,713,2024-11-20 18:57:34,55,110.64.199.13,Desktop,Video
2739,709,2024-11-16 01:09:25,37,183.128.169.135,Tablet,Quiz
2740,426,2025-05-13 07:40:06,86,33.6.51.73,Mobile,Quiz
2741,697,2024-11-25 04:19:59,35,172.66.144.21,Mobile,Forum
2742,834,2025-01-17 01:26:47,84,142.26.157.172,Tablet,Quiz
2743,265,2025-04-13 15:58:39,24,18.124.33.67,Desktop,Assignment
2744,875,2025-01-23 05:28:03,27,123.107.49.201,Desktop,Forum
2745,612,2024-08-06 04:43:51,113,95.71.84.242,Desktop,Assignment
2746,342,2024-09-24 06:16:01,30,171.164.107.52,Desktop,Assignment
2747,832,2025-03-25 09:18:41,0,185.101.43.220,Mobile,Quiz
2748,726,2025-03-09 21:10:34,38,116.48.215.65,Tablet,Video
2749,278,2024-09-28 11:14:43,70,125.212.1.91,Tablet,Quiz
2750,674,2025-03-25 03:44:31,47,88.2.228.59,Tablet,Video
2751,439,2024-12-09 06:33:52,26,92.227.72.122,Desktop,Forum
2752,157,2025-03-02 02:20:53,33,171.103.214.28,Desktop,Forum
2753,422,2025-01-09 07:19:39,138,216.52.124.231,Tablet,Forum
2754,251,2025-01-03 00:54:44,2,222.244.144.5,Mobile,Assignment
2755,878,2025-05-18 18:55:41,33,88.208.17.82,Desktop,Assignment
2756,609,2024-08-03 19:21:02,9,188.238.166.145,Mobile,Forum
2757,530,2025-05-13 12:37:00,30,4.137.130.144,Tablet,Quiz
2758,327,2024-11-12 23:11:38,28,51.0.250.29,Desktop,Assignment
2759,961,2025-02-26 19:33:39,4,210.201.192.124,Mobile,Assignment
2760,895,2025-05-10 16:14:11,6,8.137.116.47,Desktop,Quiz
2761,97,2025-02-01 07:21:17,29,205.49.118.250,Tablet,Assignment
2762,513,2024-10-24 20:54:17,4,21.87.140.154,Tablet,Quiz
2763,216,2024-12-18 11:04:21,9,135.10.46.246,Tablet,Video
2764,132,2025-07-18 11:09:15,54,83.183.88.20,Mobile,Quiz
2765,260,2025-02-19 11:53:47,11,61.21.64.34,Desktop,Video
2766,125,2024-09-14 20:40:40,20,152.164.205.119,Desktop,Assignment
2767,82,2024-12-19 16:22:53,84,79.29.179.214,Desktop,Video
2768,283,2025-03-18 11:57:14,7,59.106.251.116,Tablet,Quiz
2769,683,2025-06-20 16:39:02,14,66.86.24.253,Mobile,Video
2770,59,2024-09-11 16:13:00,27,115.247.184.119,Tablet,Forum
2771,544,2024-09-01 09:05:11,42,29.152.2.72,Tablet,Quiz
2772,161,2024-12-26 09:49:25,69,143.184.174.184,Mobile,Quiz
2773,284,2024-10-18 11:55:22,74,101.202.239.113,Tablet,Video
2774,106,2024-10-15 18:40:33,44,30.20.189.47,Tablet,Assignment
2775,105,2024-09-06 16:20:28,7,129.108.152.139,Desktop,Assignment
2776,439,2025-03-04 08:53:53,0,167.137.58.166,Mobile,Quiz
2777,228,2024-11-15 02:05:49,14,135.178.14.190,Mobile,Quiz
2778,700,2024-10-03 02:03:03,4,5.21.202.17,Desktop,Video
2779,582,2025-06-26 14:33:32,37,97.119.159.172,Mobile,Quiz
2780,318,2024-09-25 12:15:06,32,62.108.138.200,Desktop,Quiz
2781,464,2025-05-19 12:57:31,1,216.255.170.157,Tablet,Assignment
2782,802,2025-05-23 16:13:27,54,176.132.65.223,Mobile,Quiz
2783,599,2025-05-06 22:50:20,8,190.119.200.121,Mobile,Video
2784,882,2024-12-28 11:50:45,16,14.228.255.177,Tablet,Quiz
2785,874,2025-02-24 08:11:47,33,53.22.94.208,Tablet,Quiz
2786,472,2024-12-31 08:48:57,16,130.252.251.141,Mobile,Quiz
2787,56,2024-12-09 10:16:35,17,45.34.192.246,Mobile,Forum
2788,625,2025-05-13 11:36:53,2,141.20.19.105,Mobile,Quiz
2789,13,2024-10-18 06:46:13,15,42.211.132.77,Desktop,Video
2790,440,2025-01-04 02:53:21,43,158.210.43.244,Mobile,Assignment
2791,18,2025-07-10 10:03:16,74,196.24.165.232,Mobile,Assignment
2792,694,2025-03-15 10:34:13,16,186.19.195.152,Tablet,Forum
2793,973,2024-11-11 00:30:59,16,165.41.150.7,Tablet,Video
2794,113,2024-11-26 18:13:31,36,168.154.249.78,Desktop,Assignment
2795,229,2025-05-20 22:44:47,85,136.229.91.181,Tablet,Assignment
2796,171,2024-12-13 18:12:09,9,175.164.174.170,Mobile,Quiz
2797,295,2025-03-27 11:45:50,17,91.11.172.49,Mobile,Quiz
2798,189,2024-09-04 17:47:38,47,178.124.236.134,Desktop,Quiz
2799,426,2025-04-09 16:17:02,28,7.54.55.84,Tablet,Forum
2800,977,2025-07-04 07:42:36,3,156.86.137.241,Tablet,Quiz
2801,79,2025-04-18 11:01:05,29,89.2.29.190,Tablet,Video
2802,658,2025-03-28 14:17:57,6,102.62.169.46,Desktop,Forum
2803,919,2025-05-17 13:13:22,21,188.222.250.173,Tablet,Assignment
2804,182,2025-03-29 19:05:56,22,176.121.124.215,Tablet,Assignment
2805,499,2024-11-26 03:02:51,62,21.172.136.219,Tablet,Video
2806,798,2025-02-05 18:59:16,18,178.144.29.87,Mobile,Video
2807,762,2025-02-18 17:34:30,9,138.57.38.201,Desktop,Assignment
2808,866,2025-02-17 12:30:25,7,20.236.230.103,Mobile,Video
2809,826,2024-12-25 00:29:23,62,52.169.181.69,Desktop,Video
2810,708,2024-10-21 03:14:45,5,194.208.248.166,Tablet,Video
2811,835,2025-06-24 08:09:24,16,183.119.218.54,Mobile,Quiz
2812,71,2024-12-29 14:24:17,6,30.164.45.83,Tablet,Assignment
2813,248,2025-02-02 21:20:56,44,176.49.197.227,Tablet,Video
2814,146,2025-05-15 15:19:08,19,12.237.104.125,Desktop,Video
2815,618,2025-01-21 21:09:37,12,138.251.192.77,Tablet,Quiz
2816,775,2024-11-13 21:31:26,13,50.175.23.100,Mobile,Assignment
2817,296,2025-06-11 13:20:14,57,107.76.201.122,Desktop,Forum
2818,582,2025-07-19 18:36:10,24,183.128.89.32,Desktop,Assignment
2819,470,2025-01-16 06:24:07,37,194.89.48.58,Mobile,Assignment
2820,506,2024-09-24 16:12:54,68,143.49.166.23,Tablet,Assignment
2821,193,2025-07-19 12:38:22,69,202.154.223.143,Tablet,Quiz
2822,68,2025-06-29 21:18:20,11,129.59.216.124,Tablet,Assignment
2823,494,2024-10-02 16:46:09,91,86.246.116.242,Tablet,Forum
2824,817,2024-12-28 01:56:45,0,189.100.188.61,Tablet,Video
2825,52,2024-11-14 17:19:29,14,28.44.21.135,Desktop,Assignment
2826,882,2024-07-27 00:16:32,67,132.16.137.189,Desktop,Quiz
2827,363,2025-02-17 13:58:24,9,156.27.173.14,Mobile,Assignment
2828,797,2025-06-13 00:05:01,9,98.241.98.231,Tablet,Assignment
2829,917,2024-12-02 10:47:09,10,121.76.155.142,Tablet,Forum
2830,474,2025-05-18 00:14:16,28,202.139.9.44,Tablet,Forum
2831,846,2025-01-21 22:09:46,17,116.114.109.23,Mobile,Quiz
2832,521,2025-04-06 13:18:32,38,143.179.240.151,Tablet,Quiz
2833,763,2024-09-30 14:50:53,67,162.88.224.22,Desktop,Quiz
2834,431,2025-04-17 02:28:09,33,178.105.57.66,Tablet,Quiz
2835,844,2025-07-13 01:38:23,6,19.146.154.184,Mobile,Quiz
2836,298,2024-09-01 21:36:24,80,32.91.109.212,Desktop,Video
2837,435,2024-12-21 14:16:55,9,56.31.54.209,Desktop,Video
2838,696,2025-03-08 00:37:55,4,201.21.149.208,Desktop,Quiz
2839,691,2025-04-05 08:32:30,2,135.74.25.232,Tablet,Quiz
2840,198,2025-01-04 02:08:33,24,35.80.198.28,Mobile,Video
2841,128,2025-01-04 03:43:27,3,80.42.143.186,Mobile,Forum
2842,532,2025-01-01 01:23:04,4,212.138.149.62,Tablet,Video
2843,984,2024-10-07 01:36:40,10,210.251.29.76,Mobile,Quiz
2844,411,2025-03-29 21:00:15,9,44.200.25.175,Desktop,Forum
2845,934,2024-08-05 23:51:03,27,204.94.253.47,Desktop,Quiz
2846,840,2025-03-23 01:30:40,50,67.123.70.211,Mobile,Assignment
2847,65,2024-10-20 18:47:44,42,205.63.164.187,Mobile,Forum
2848,694,2024-09-17 12:45:15,9,51.24.16.166,Tablet,Quiz
2849,241,2025-03-19 12:02:29,8,67.17.48.63,Tablet,Video
2850,369,2025-03-23 11:14:42,101,102.32.51.61,Tablet,Quiz
2851,536,2025-02-06 04:50:09,0,9.12.168.22,Tablet,Video
2852,384,2024-08-25 23:32:15,63,28.222.24.62,Tablet,Forum
2853,431,2025-03-15 13:32:58,6,106.166.80.205,Tablet,Video
2854,967,2025-03-04 07:24:14,88,154.137.30.131,Desktop,Forum
2855,83,2025-05-06 01:16:59,12,6.94.44.9,Mobile,Quiz
2856,982,2024-12-31 11:13:50,17,174.156.40.108,Tablet,Video
2857,831,2024-08-03 13:59:38,36,176.247.82.134,Desktop,Forum
2858,697,2024-11-28 22:34:40,26,129.59.60.191,Mobile,Forum
2859,951,2025-03-19 13:02:01,11,26.216.24.229,Mobile,Forum
2860,828,2024-10-30 18:47:09,24,200.188.67.92,Mobile,Assignment
2861,611,2024-09-28 08:40:41,39,157.226.32.104,Tablet,Forum
2862,574,2025-03-03 19:29:13,1,133.175.46.212,Tablet,Quiz
2863,286,2025-03-25 15:12:22,0,64.35.192.242,Tablet,Quiz
2864,989,2025-01-24 23:43:19,18,39.48.119.228,Mobile,Quiz
2865,534,2025-04-17 11:53:42,4,188.80.236.152,Mobile,Forum
2866,459,2024-08-30 01:02:16,32,213.124.217.167,Desktop,Quiz
2867,212,2024-12-16 12:34:38,7,166.127.145.99,Desktop,Forum
2868,126,2024-08-03 12:55:49,17,32.254.222.136,Desktop,Forum
2869,413,2025-05-10 06:06:30,6,2.136.172.16,Desktop,Forum
2870,499,2025-03-16 06:05:17,23,170.245.222.205,Mobile,Assignment
2871,425,2025-07-03 20:06:08,3,157.51.216.207,Tablet,Video
2872,554,2025-05-28 11:22:59,0,75.54.248.251,Tablet,Quiz
2873,610,2025-04-05 17:58:21,1,199.215.177.233,Tablet,Assignment
2874,961,2024-12-23 22:04:30,92,98.29.210.255,Tablet,Quiz
2875,543,2025-02-25 02:43:00,4,126.111.202.134,Desktop,Assignment
2876,158,2025-02-09 07:09:39,36,56.106.64.221,Mobile,Video
2877,112,2025-06-26 00:59:49,2,139.196.178.102,Tablet,Video
2878,402,2024-10-08 16:21:13,3,149.96.98.144,Mobile,Video
2879,759,2025-06-20 22:37:24,21,198.126.5.212,Desktop,Video
2880,122,2025-07-15 08:52:23,18,210.153.96.245,Desktop,Forum
2881,273,2024-09-26 09:19:58,90,108.185.72.110,Tablet,Quiz
2882,294,2025-01-19 11:53:04,86,162.72.27.80,Tablet,Quiz
2883,398,2024-12-16 01:05:52,45,55.238.141.15,Desktop,Quiz
2884,471,2025-05-02 12:34:40,27,100.2.96.106,Desktop,Forum
2885,985,2025-06-30 09:29:59,18,137.255.88.166,Mobile,Quiz
2886,207,2024-10-26 15:44:58,13,202.234.196.91,Desktop,Video
2887,110,2024-10-01 18:15:14,88,32.146.183.186,Mobile,Quiz
2888,440,2025-01-25 02:06:07,27,98.33.76.253,Desktop,Quiz
2889,278,2025-07-24 15:57:19,25,153.236.166.187,Mobile,Assignment
2890,963,2025-04-28 12:52:37,7,172.120.107.125,Desktop,Forum
2891,568,2025-07-18 13:06:22,1,118.7.14.50,Desktop,Video
2892,887,2024-10-11 07:18:11,87,156.186.28.108,Mobile,Video
2893,915,2024-11-28 01:10:36,11,82.203.16.28,Mobile,Video
2894,569,2024-09-15 05:33:26,17,117.23.136.39,Tablet,Quiz
2895,940,2024-11-16 11:57:30,3,83.187.210.54,Tablet,Video
2896,482,2024-08-19 21:16:06,54,86.182.5.238,Desktop,Video
2897,803,2025-07-08 02:00:25,0,118.204.114.232,Desktop,Assignment
2898,114,2024-08-06 17:04:57,53,120.162.30.54,Mobile,Quiz
2899,893,2024-10-14 02:37:00,4,156.34.168.189,Desktop,Assignment
2900,897,2025-03-07 00:48:44,65,164.116.64.0,Tablet,Forum
2901,820,2025-01-20 19:40:28,39,143.142.124.10,Mobile,Quiz
2902,853,2025-01-20 01:09:26,5,216.180.9.170,Desktop,Assignment
2903,477,2024-10-28 21:10:20,25,170.150.101.36,Mobile,Forum
2904,710,2025-04-17 05:26:44,11,92.233.202.93,Tablet,Assignment
2905,933,2025-03-16 23:51:26,5,198.95.215.175,Tablet,Forum
2906,321,2025-01-14 00:18:59,58,12.108.81.213,Tablet,Video
2907,179,2024-10-27 15:41:17,15,207.51.85.171,Desktop,Video
2908,897,2025-05-31 03:27:02,15,44.165.61.180,Desktop,Quiz
2909,219,2024-10-02 09:47:26,5,203.187.23.23,Desktop,Assignment
2910,789,2025-01-20 21:47:12,14,28.50.117.97,Desktop,Assignment
2911,949,2025-02-04 23:30:37,61,61.171.128.193,Desktop,Forum
2912,528,2025-03-31 19:15:25,13,154.24.158.121,Desktop,Quiz
2913,492,2024-09-06 21:13:48,90,36.183.86.237,Tablet,Video
2914,891,2025-06-02 20:04:28,87,83.221.202.15,Tablet,Assignment
2915,61,2025-03-17 06:55:13,4,1.248.29.188,Desktop,Forum
2916,54,2025-06-16 02:44:03,5,194.178.92.34,Tablet,Video
2917,680,2024-12-01 08:43:44,59,67.59.90.193,Mobile,Video
2918,538,2025-06-29 09:35:41,14,200.190.117.138,Desktop,Video
2919,848,2025-07-18 01:38:34,0,152.195.208.154,Mobile,Forum
2920,988,2025-07-13 16:31:55,9,99.73.44.68,Desktop,Forum
2921,65,2024-09-25 13:38:28,27,1.65.243.127,Desktop,Video
2922,612,2024-10-28 19:27:43,48,90.175.91.37,Tablet,Forum
2923,586,2025-01-21 05:17:57,4,61.9.128.64,Mobile,Video
2924,704,2025-05-02 03:07:41,3,201.161.250.79,Tablet,Video
2925,171,2024-08-21 20:08:46,76,109.132.27.84,Desktop,Video
2926,273,2024-07-28 09:19:34,41,41.224.96.181,Mobile,Forum
2927,889,2025-05-12 10:42:24,26,143.222.98.190,Desktop,Quiz
2928,699,2024-08-07 06:26:14,43,100.61.29.98,Tablet,Quiz
2929,535,2025-04-16 14:05:23,16,220.203.77.137,Desktop,Forum
2930,391,2025-04-14 14:04:37,42,3.219.32.137,Desktop,Assignment
2931,940,2024-12-30 12:35:41,13,156.220.50.167,Tablet,Forum
2932,693,2025-06-27 10:46:45,8,151.209.157.168,Desktop,Assignment
2933,327,2025-02-12 13:45:12,39,221.225.235.251,Mobile,Video
2934,108,2025-01-24 07:50:12,16,71.197.80.51,Tablet,Assignment
2935,847,2025-06-25 13:09:59,119,114.195.62.8,Desktop,Video
2936,162,2024-12-22 08:34:14,12,80.24.16.29,Tablet,Quiz
2937,814,2024-08-22 01:01:27,76,215.231.149.29,Desktop,Video
2938,452,2025-05-25 19:39:23,81,76.207.32.175,Tablet,Assignment
2939,206,2025-01-03 16:43:33,8,140.34.101.120,Tablet,Quiz
2940,590,2024-11-03 16:49:02,48,193.43.85.165,Mobile,Quiz
2941,16,2025-07-03 18:39:12,17,106.4.81.247,Tablet,Forum
2942,327,2025-04-29 18:33:16,74,33.224.142.254,Mobile,Assignment
2943,608,2025-02-19 09:33:16,17,68.65.131.3,Tablet,Assignment
2944,659,2024-09-10 16:48:10,40,35.45.204.135,Tablet,Forum
2945,2,2025-04-29 16:51:38,18,157.217.170.209,Desktop,Forum
2946,10,2025-05-23 07:34:24,7,205.44.162.98,Desktop,Quiz
2947,434,2025-03-18 10:36:14,6,170.68.244.116,Desktop,Forum
2948,125,2025-04-03 00:28:44,16,202.156.35.172,Tablet,Quiz
2949,81,2025-02-18 04:00:07,42,183.66.46.154,Tablet,Assignment
2950,485,2025-04-29 07:15:16,27,169.72.196.59,Mobile,Forum
2951,652,2024-08-03 22:15:24,35,178.67.80.59,Mobile,Assignment
2952,838,2025-01-12 00:28:56,9,113.228.46.226,Mobile,Quiz
2953,150,2025-01-28 10:37:13,19,95.185.166.66,Desktop,Video
2954,800,2025-06-12 04:23:38,1,62.21.191.44,Desktop,Video
2955,873,2025-05-03 16:16:32,51,91.211.106.50,Mobile,Assignment
2956,340,2024-08-17 22:25:03,137,152.143.68.211,Tablet,Quiz
2957,129,2024-11-16 11:46:58,15,40.170.236.80,Desktop,Quiz
2958,438,2025-06-05 22:24:39,0,32.186.16.186,Desktop,Video
2959,751,2024-12-27 10:29:45,5,41.175.107.1,Mobile,Quiz
2960,501,2025-06-12 09:33:24,31,75.176.143.189,Desktop,Quiz
2961,58,2025-06-10 01:42:27,28,115.182.203.85,Mobile,Assignment
2962,198,2025-05-03 08:03:43,46,95.1.181.76,Desktop,Video
2963,211,2025-05-20 06:32:45,8,199.219.48.220,Tablet,Quiz
2964,914,2024-08-10 05:07:27,43,134.140.41.221,Tablet,Assignment
2965,902,2024-12-13 20:03:12,34,144.180.136.27,Desktop,Forum
2966,45,2024-12-27 20:07:16,11,3.154.75.137,Mobile,Video
2967,97,2025-04-30 00:35:41,23,66.44.82.141,Desktop,Assignment
2968,279,2025-07-20 21:04:10,4,151.174.110.246,Mobile,Forum
