transaction_id,user_id,amount,transaction_date,payment_mode,refund_requested
616,757,31.36,2025-07-21,Gift Code,False
617,982,51.67,2025-06-24,PayPal,False
618,380,52.72,2024-09-27,Credit Card,False
619,713,53.68,2025-06-18,Credit Card,False
620,278,49.61,2025-07-02,Gift Code,False
621,361,51.35,2025-01-10,PayPal,False
622,370,40.19,2024-08-06,PayPal,False
623,622,60.9,2024-09-17,Credit Card,False
624,212,44.75,2025-05-06,Gift Code,False
625,259,47.41,2024-12-06,PayPal,False
626,676,53.92,2024-11-22,PayPal,False
627,97,52.11,2024-10-27,Credit Card,False
628,210,65.75,2024-08-20,PayPal,False
629,548,63.09,2024-12-24,PayPal,False
630,778,45.06,2025-03-29,PayPal,False
631,612,69.77,2024-10-22,PayPal,False
632,21,59.48,2025-03-04,Credit Card,False
633,729,51.29,2024-08-18,PayPal,False
634,433,43.36,2024-11-24,PayPal,False
635,616,49.35,2025-02-07,Gift Code,False
636,371,30.82,2024-11-20,Credit Card,False
637,393,55.42,2025-01-03,PayPal,False
638,624,36.8,2024-11-06,Gift Code,False
639,219,54.87,2025-07-03,Credit Card,False
640,504,45.2,2025-01-27,PayPal,False
641,632,51.27,2024-09-10,Gift Code,False
642,761,43.83,2024-12-01,Credit Card,False
643,847,42.77,2025-01-02,PayPal,False
644,948,57.33,2024-08-14,Gift Code,False
645,96,43.74,2025-06-09,Credit Card,True
646,432,40.97,2024-11-10,Gift Code,False
647,188,39.49,2024-12-20,Gift Code,False
648,501,58.54,2025-06-02,PayPal,False
649,876,38.8,2025-01-21,Gift Code,False
650,375,50.04,2025-07-05,PayPal,False
651,434,72.12,2025-02-07,PayPal,False
652,423,43.11,2024-09-23,Gift Code,False
653,144,42.18,2025-04-03,Gift Code,False
654,540,60.86,2024-08-10,Gift Code,False
655,499,38.12,2025-04-14,Gift Code,True
656,6,60.84,2024-10-11,Credit Card,False
657,317,46.18,2025-01-09,PayPal,False
658,774,59.02,2025-03-21,Gift Code,False
659,230,54.37,2024-08-01,Credit Card,False
660,122,55.74,2024-12-22,Gift Code,False
661,495,45.56,2025-04-19,Credit Card,False
662,706,46.07,2025-07-11,PayPal,False
663,617,44.78,2024-09-03,Gift Code,False
664,936,63.28,2024-11-25,Credit Card,False
665,711,50.05,2025-04-25,Credit Card,False
666,475,69.48,2025-05-28,PayPal,False
667,574,52.31,2025-04-22,Gift Code,False
668,796,48.14,2024-12-07,Gift Code,False
669,508,47.83,2024-08-05,PayPal,False
670,592,43.02,2025-04-07,PayPal,False
671,175,52.23,2025-06-04,PayPal,False
672,521,49.11,2024-10-03,Credit Card,False
673,692,43.85,2024-12-23,Credit Card,False
674,271,49.4,2025-07-12,PayPal,False
675,674,44.99,2024-08-18,Gift Code,True
676,788,52.86,2024-10-24,Credit Card,False
677,718,57.14,2024-10-31,PayPal,False
678,572,43.72,2024-08-04,Credit Card,False
679,186,45.42,2025-04-22,Credit Card,False
680,587,40.95,2025-03-23,PayPal,True
681,94,61.33,2025-06-27,Gift Code,False
682,579,32.24,2025-01-23,Gift Code,False
683,514,43.41,2024-10-19,Credit Card,False
684,178,57.08,2024-08-29,Gift Code,False
685,654,43.68,2025-06-24,Gift Code,True
686,952,43.31,2024-09-14,PayPal,False
687,989,56.71,2024-09-22,PayPal,True
688,965,27.31,2025-05-27,PayPal,True
689,556,50.28,2025-05-19,Gift Code,False
690,686,44.49,2025-04-10,Gift Code,False
691,902,44.69,2024-08-14,PayPal,False
692,904,60.66,2025-06-05,Gift Code,False
693,295,49.78,2025-06-05,PayPal,False
694,231,38.45,2025-04-26,Credit Card,False
695,236,35.2,2025-01-07,Credit Card,True
696,93,49.38,2024-12-20,Gift Code,False
697,487,36.22,2025-01-10,Gift Code,False
698,44,62.05,2025-01-09,Gift Code,False
699,539,38.95,2024-12-28,Gift Code,False
700,784,49.87,2024-11-26,Credit Card,False
701,475,30.54,2024-11-12,PayPal,True
702,39,31.04,2025-04-04,Credit Card,False
703,1000,47.89,2024-07-25,PayPal,False
704,385,81.98,2024-11-26,Gift Code,False
705,435,44.37,2024-10-22,PayPal,False
706,959,56.9,2025-05-05,PayPal,True
707,289,45.06,2025-03-27,PayPal,False
708,248,60.16,2024-10-01,PayPal,False
709,562,49.07,2024-11-08,Credit Card,False
710,359,37.53,2024-09-22,Gift Code,False
711,438,47.5,2025-03-24,Gift Code,False
712,795,32.18,2025-04-03,PayPal,False
713,209,41.1,2024-09-06,Gift Code,False
714,124,53.8,2025-04-18,Credit Card,False
715,975,43.44,2025-06-23,PayPal,False
716,854,45.64,2024-12-30,Gift Code,False
717,761,59.38,2025-02-28,Gift Code,False
718,403,44.97,2024-11-08,PayPal,False
719,284,55.11,2024-10-17,Credit Card,False
720,663,44.03,2024-12-01,PayPal,False
721,576,59.16,2024-10-18,PayPal,False
722,996,63.09,2025-04-22,Gift Code,False
723,241,30.31,2024-09-26,Gift Code,False
724,167,40.14,2025-02-03,PayPal,False
725,752,47.64,2025-05-09,PayPal,False
726,561,43.14,2025-01-08,Gift Code,False
727,699,58.57,2025-07-13,PayPal,False
728,148,52.18,2024-08-21,Credit Card,False
729,701,40.53,2025-01-21,PayPal,False
730,623,64.17,2025-02-22,Credit Card,False
731,896,63.98,2025-04-08,PayPal,False
732,265,36.68,2024-07-28,PayPal,False
733,501,43.93,2024-12-13,PayPal,False
734,279,58.33,2025-02-24,Gift Code,False
735,749,59.28,2025-07-04,Gift Code,False
736,903,64.03,2024-08-19,Gift Code,False
737,159,74.71,2024-10-25,Gift Code,False
738,60,54.17,2025-02-10,Gift Code,False
739,499,62.76,2024-08-05,Gift Code,False
740,317,76.7,2024-11-30,PayPal,False
741,587,49.84,2025-01-15,Credit Card,False
742,488,42.15,2024-10-19,Gift Code,True
743,465,52.54,2024-10-04,Gift Code,False
744,228,65.92,2024-09-06,PayPal,True
745,666,68.12,2024-10-18,Gift Code,False
746,356,51.46,2024-12-17,PayPal,False
747,466,48.34,2025-05-21,Gift Code,False
748,822,37.25,2025-06-02,Credit Card,False
749,799,50.79,2025-01-12,Gift Code,False
750,753,38.2,2025-06-21,Gift Code,False
751,227,40.27,2025-02-25,PayPal,False
752,169,52.35,2025-05-14,Gift Code,True
753,284,37.22,2025-07-22,PayPal,False
754,858,53.54,2025-07-13,Credit Card,False
755,262,59.48,2025-04-03,Gift Code,False
756,802,39.46,2025-02-26,PayPal,False
757,860,44.1,2024-12-20,Credit Card,False
758,364,35.52,2024-11-16,Credit Card,True
759,521,55.93,2024-12-09,PayPal,True
760,861,35.11,2024-11-30,PayPal,False
761,98,56.99,2025-06-12,Gift Code,False
762,12,52.89,2024-12-15,Credit Card,False
763,784,71.58,2024-09-13,Credit Card,False
764,583,66.71,2024-12-29,PayPal,False
765,927,38.12,2024-09-04,Credit Card,False
766,417,68.24,2024-11-23,PayPal,False
767,501,44.64,2024-09-08,Gift Code,False
768,135,41.92,2024-08-04,PayPal,False
769,259,44.91,2025-01-11,Gift Code,True
770,916,47.11,2024-07-28,PayPal,False
771,517,71.58,2025-05-05,Gift Code,False
772,963,21.84,2024-12-06,Credit Card,False
773,751,68.51,2025-04-08,PayPal,False
774,294,58.28,2024-12-12,PayPal,False
775,847,51.67,2025-02-02,PayPal,False
776,611,44.0,2024-07-27,Gift Code,False
777,440,49.06,2024-12-12,PayPal,False
778,151,58.5,2024-09-22,PayPal,False
779,481,59.61,2025-03-22,Credit Card,False
780,258,41.68,2024-12-16,PayPal,False
781,868,57.72,2024-08-07,PayPal,False
782,149,44.11,2025-02-27,PayPal,False
783,974,48.23,2024-12-25,PayPal,False
784,142,63.12,2025-02-15,Credit Card,False
785,251,57.93,2025-01-31,PayPal,False
786,958,33.8,2025-07-04,PayPal,False
787,746,51.34,2025-05-29,Credit Card,True
788,907,54.18,2024-11-04,Gift Code,False
789,644,51.48,2024-11-13,Gift Code,False
790,47,24.82,2024-08-28,Credit Card,False
791,372,36.44,2024-09-11,Credit Card,False
792,94,32.26,2025-05-19,Gift Code,False
793,761,43.65,2024-10-06,PayPal,False
794,356,51.37,2024-12-04,Gift Code,False
795,532,44.77,2025-07-19,PayPal,False
796,692,43.78,2025-04-11,Credit Card,False
797,272,32.58,2025-03-08,Credit Card,True
798,994,37.5,2025-03-07,Credit Card,False
799,429,40.43,2025-06-14,Gift Code,True
800,648,58.81,2025-06-19,Credit Card,False
801,749,54.3,2025-04-21,Gift Code,True
802,702,57.83,2025-02-21,PayPal,False
803,724,54.61,2025-03-09,PayPal,False
804,917,58.21,2025-01-08,PayPal,False
805,64,36.33,2025-04-04,Credit Card,False
806,872,63.35,2024-09-29,PayPal,False
807,926,60.47,2025-07-21,Credit Card,False
808,164,46.25,2025-07-21,Gift Code,False
809,389,59.69,2024-11-24,Credit Card,False
810,469,62.15,2025-02-26,PayPal,False
811,550,49.46,2024-12-25,Credit Card,False
812,727,55.36,2025-03-12,Credit Card,False
813,531,44.8,2024-09-20,Gift Code,False
814,766,63.19,2025-06-28,Credit Card,True
815,586,45.47,2024-12-26,PayPal,False
816,923,53.13,2024-10-27,Credit Card,True
817,995,49.56,2024-11-22,Credit Card,False
818,653,44.16,2025-01-07,PayPal,False
819,905,32.94,2024-08-02,Credit Card,False
820,17,58.85,2024-08-06,Gift Code,False
821,607,49.64,2024-12-19,PayPal,False
822,746,68.31,2025-04-01,PayPal,False
823,940,62.16,2024-10-04,Credit Card,False
824,301,62.01,2024-11-30,Gift Code,False
825,88,57.32,2025-04-08,Gift Code,False
826,810,57.53,2024-12-05,PayPal,False
827,563,51.55,2024-08-17,PayPal,False
828,245,58.24,2024-12-13,Credit Card,False
829,467,45.51,2024-08-26,PayPal,False
830,442,25.57,2025-01-27,Gift Code,False
831,113,57.07,2025-05-30,Credit Card,False
832,442,57.29,2025-05-15,Credit Card,False
833,926,36.77,2025-03-09,Gift Code,True
834,901,55.13,2025-06-27,Gift Code,False
835,8,54.97,2025-05-13,PayPal,False
836,549,60.78,2025-01-13,Gift Code,False
837,559,48.93,2025-04-19,Credit Card,False
838,100,34.77,2024-12-12,Credit Card,False
839,345,45.15,2024-08-22,Gift Code,False
840,685,45.11,2025-06-25,PayPal,False
841,753,48.82,2025-03-08,Credit Card,False
842,901,51.21,2024-10-09,PayPal,False
843,481,47.62,2025-01-24,Gift Code,False
844,703,53.95,2025-06-29,PayPal,False
845,342,39.01,2025-02-11,Credit Card,True
846,943,53.59,2024-10-29,Gift Code,False
847,234,42.4,2025-03-09,Credit Card,False
848,793,47.98,2024-11-30,Credit Card,False
849,235,31.7,2024-10-16,Gift Code,True
850,126,59.43,2024-08-18,PayPal,False
851,690,46.93,2025-06-13,Gift Code,False
852,477,53.38,2024-09-29,Credit Card,False
853,685,41.78,2025-01-16,Credit Card,False
854,372,44.39,2025-05-31,Credit Card,True
855,120,40.33,2024-10-08,Gift Code,False
856,542,51.58,2024-11-04,Gift Code,False
857,560,55.74,2025-05-17,Gift Code,False
858,179,39.98,2025-06-26,Gift Code,False
859,94,51.39,2024-10-29,PayPal,False
860,567,47.54,2025-06-02,Credit Card,False
861,748,51.93,2025-06-26,PayPal,False
862,951,41.01,2024-11-30,Credit Card,False
863,302,54.64,2025-02-14,Credit Card,True
864,799,47.2,2025-04-01,PayPal,False
865,418,48.61,2024-07-31,Gift Code,False
866,860,73.4,2025-04-09,Credit Card,False
867,586,32.37,2024-08-18,Gift Code,False
868,452,55.39,2025-03-23,PayPal,False
869,417,54.34,2025-01-31,Credit Card,False
870,824,56.3,2025-01-04,Gift Code,False
871,954,55.85,2025-04-17,PayPal,False
872,122,51.92,2024-09-23,Credit Card,False
873,57,54.07,2024-09-05,PayPal,False
874,785,76.85,2024-10-08,Gift Code,False
875,139,48.27,2025-07-23,Credit Card,False
876,199,48.16,2024-11-05,Credit Card,False
877,721,39.32,2025-01-01,Credit Card,False
878,988,41.74,2025-05-16,PayPal,False
879,785,52.23,2024-08-27,PayPal,False
880,361,53.68,2024-12-25,PayPal,False
881,650,48.86,2024-11-08,PayPal,False
882,410,56.51,2025-04-15,Gift Code,False
883,646,45.98,2024-12-17,PayPal,False
884,849,74.84,2024-08-22,PayPal,False
885,528,51.52,2024-11-25,PayPal,False
886,615,56.73,2024-09-19,Gift Code,False
887,243,51.61,2025-07-23,Gift Code,False
888,90,43.97,2025-04-21,Credit Card,False
889,516,44.92,2025-06-01,PayPal,False
890,62,38.52,2025-07-14,Credit Card,False
891,212,32.77,2025-01-07,Credit Card,True
892,248,59.49,2025-05-19,Gift Code,False
893,704,43.9,2024-12-01,Gift Code,False
894,497,49.35,2024-10-28,Credit Card,True
895,56,65.32,2024-09-20,Credit Card,False
896,459,61.68,2025-06-04,PayPal,False
897,919,51.49,2024-09-16,Gift Code,False
898,289,47.88,2024-09-11,Gift Code,False
899,543,48.46,2025-06-17,Credit Card,False
900,903,72.01,2025-04-12,Gift Code,False
901,470,51.71,2025-05-27,Credit Card,True
902,389,79.91,2024-11-02,Credit Card,False
903,421,36.98,2025-07-09,Gift Code,False
904,513,50.46,2025-06-30,PayPal,False
905,710,61.65,2025-05-20,Gift Code,False
906,557,60.79,2025-01-14,Credit Card,False
907,559,56.31,2024-08-08,Credit Card,True
908,964,43.89,2025-05-07,PayPal,False
909,734,36.86,2025-04-12,Credit Card,False
910,798,48.2,2025-02-07,PayPal,False
911,81,60.42,2024-08-29,Gift Code,False
912,444,66.99,2024-07-24,PayPal,False
913,792,51.1,2024-09-03,Credit Card,True
914,287,49.01,2024-11-05,Credit Card,True
915,284,52.08,2025-02-14,PayPal,False
916,941,52.19,2025-04-18,Gift Code,False
917,491,61.86,2024-09-03,PayPal,False
918,388,46.31,2024-09-27,Credit Card,True
919,701,48.81,2025-03-07,Gift Code,False
920,551,54.61,2025-04-29,PayPal,False
921,595,43.67,2025-01-11,PayPal,False
922,408,40.8,2024-08-21,PayPal,True
923,327,64.03,2025-03-20,Credit Card,False
924,942,49.75,2025-02-25,Credit Card,False
925,949,58.9,2025-02-16,Credit Card,False
926,176,56.89,2024-11-06,Gift Code,False
927,521,36.24,2024-08-09,Gift Code,False
928,790,43.47,2025-05-20,Gift Code,False
929,383,50.63,2025-06-15,Credit Card,False
930,258,47.58,2025-02-24,Gift Code,False
931,347,52.44,2025-03-14,Gift Code,True
932,272,51.85,2025-06-30,PayPal,False
933,261,57.85,2025-04-05,Credit Card,False
934,396,49.55,2024-10-29,PayPal,True
935,692,50.68,2024-10-27,Credit Card,False
936,154,35.62,2025-01-13,Credit Card,False
937,527,43.98,2025-05-18,Gift Code,True
938,67,44.47,2025-05-27,PayPal,False
939,841,45.55,2024-11-18,PayPal,False
940,699,46.28,2025-02-24,Gift Code,False
941,348,55.99,2025-04-08,PayPal,False
942,935,67.71,2025-05-16,PayPal,False
943,63,36.49,2025-07-15,Credit Card,True
944,356,47.99,2025-06-24,PayPal,False
945,281,41.33,2025-04-01,PayPal,False
946,41,36.61,2025-05-02,Credit Card,False
947,540,44.71,2025-06-06,Gift Code,False
948,367,39.46,2025-05-04,Credit Card,False
949,277,52.32,2025-07-01,Gift Code,False
950,221,48.36,2024-09-08,Gift Code,False
951,729,47.01,2025-06-03,Credit Card,True
952,734,53.07,2024-09-14,Credit Card,False
953,61,35.67,2025-07-06,Gift Code,False
954,103,39.86,2024-12-27,Credit Card,False
955,185,53.54,2025-02-09,Credit Card,False
956,907,39.75,2024-09-04,PayPal,False
957,147,29.57,2025-01-29,Credit Card,False
958,75,66.01,2025-05-12,Credit Card,False
959,473,53.41,2025-07-18,PayPal,False
960,1,60.15,2025-03-14,Gift Code,False
961,416,42.74,2024-10-28,Gift Code,False
962,469,36.16,2024-07-27,Credit Card,False
963,365,52.87,2025-05-02,Credit Card,False
964,845,38.97,2024-07-29,Gift Code,False
965,674,60.18,2025-02-11,Credit Card,False
966,17,52.38,2025-06-19,Gift Code,False
967,510,51.94,2024-07-31,Gift Code,True
968,755,52.05,2024-11-26,PayPal,False
969,439,70.33,2025-02-09,PayPal,True
970,879,56.54,2025-02-19,Credit Card,False
971,531,47.96,2025-06-02,Credit Card,False
972,842,51.36,2025-03-11,Gift Code,False
973,938,41.29,2025-03-17,Credit Card,False
974,59,44.75,2025-06-27,PayPal,False
975,713,62.5,2024-07-28,Gift Code,False
976,115,50.42,2024-11-29,Gift Code,False
977,203,57.62,2025-06-20,Credit Card,False
978,806,41.09,2025-04-04,Gift Code,False
979,543,58.45,2025-07-12,Gift Code,False
980,194,48.01,2025-02-06,Gift Code,False
981,472,52.26,2024-08-09,PayPal,False
982,106,50.59,2025-02-21,Gift Code,False
983,879,51.81,2024-09-08,PayPal,False
984,965,48.9,2024-11-04,Gift Code,False
985,818,62.83,2024-07-30,Credit Card,False
986,126,34.94,2024-10-06,Credit Card,False
987,414,55.32,2024-10-16,Gift Code,False
988,615,43.31,2024-11-10,Credit Card,False
989,675,40.43,2025-04-26,PayPal,False
990,510,71.37,2025-06-14,Gift Code,False
991,501,40.48,2024-08-02,PayPal,False
992,827,31.82,2024-12-03,Gift Code,False
993,121,59.55,2024-08-05,PayPal,False
994,752,45.06,2025-02-23,Credit Card,False
995,913,62.74,2025-06-14,PayPal,False
996,607,27.48,2025-05-07,PayPal,False
997,962,68.53,2024-09-05,Credit Card,False
998,208,59.42,2025-04-19,Credit Card,False
999,661,47.91,2025-04-30,Gift Code,False
1000,350,32.66,2025-07-05,Gift Code,True
1001,820,36.67,2024-08-11,PayPal,False
1002,193,43.08,2024-12-02,Gift Code,False
1003,654,57.13,2024-12-17,PayPal,False
1004,784,41.37,2025-04-25,Gift Code,False
1005,823,29.49,2024-10-17,Credit Card,True
1006,393,52.27,2024-12-03,Credit Card,False
1007,497,59.95,2025-03-30,Credit Card,False
1008,392,71.96,2025-02-10,Credit Card,False
1009,713,39.73,2025-04-29,PayPal,False
1010,674,40.79,2025-06-08,Credit Card,False
1011,109,20.05,2025-04-05,Credit Card,False
1012,929,34.52,2025-01-07,Credit Card,False
1013,470,39.33,2025-06-03,Credit Card,False
1014,350,41.06,2025-05-31,Gift Code,False
1015,775,44.65,2025-03-10,PayPal,False
1016,722,55.91,2025-03-10,PayPal,False
1017,149,55.1,2024-08-07,Gift Code,True
1018,256,44.85,2025-03-27,Gift Code,True
1019,389,50.14,2024-10-03,PayPal,False
1020,199,36.41,2024-09-03,PayPal,False
1021,908,44.34,2025-05-22,Gift Code,False
1022,443,37.07,2024-10-23,Credit Card,False
1023,849,42.59,2024-08-19,PayPal,False
1024,186,68.55,2024-08-30,Gift Code,False
1025,344,51.44,2024-12-30,Credit Card,False
1026,677,44.05,2025-04-22,Credit Card,False
1027,108,54.77,2025-01-01,Gift Code,False
1028,595,46.04,2025-03-01,PayPal,True
1029,813,66.83,2024-11-18,PayPal,False
1030,80,53.52,2025-01-02,Credit Card,False
1031,253,38.38,2024-08-01,Gift Code,False
1032,25,63.18,2025-07-04,Credit Card,False
1033,283,56.18,2024-09-15,Credit Card,False
1034,563,54.66,2025-03-28,Credit Card,True
1035,887,58.25,2024-08-22,Gift Code,False
1036,938,57.28,2024-09-24,PayPal,False
1037,620,55.11,2025-07-13,Credit Card,False
1038,967,48.37,2025-06-30,PayPal,False
1039,238,59.05,2024-11-13,PayPal,False
1040,938,48.27,2025-07-10,Gift Code,False
1041,316,63.27,2025-01-07,PayPal,False
1042,840,54.97,2025-01-13,PayPal,False
1043,463,51.86,2025-06-11,Credit Card,False
1044,698,56.32,2025-01-03,Gift Code,False
1045,592,51.57,2025-05-21,Gift Code,False
1046,840,62.74,2024-11-01,Credit Card,False
1047,996,59.48,2024-09-17,Credit Card,False
1048,608,50.72,2025-02-05,PayPal,False
1049,382,17.4,2024-09-06,PayPal,False
1050,465,58.62,2024-09-19,Gift Code,False
1051,996,54.16,2025-04-24,Gift Code,False
1052,150,74.26,2025-04-16,PayPal,False
1053,352,37.0,2025-05-01,Credit Card,True
1054,442,47.81,2025-05-02,Gift Code,True
1055,395,34.53,2024-12-05,Credit Card,False
1056,365,42.71,2025-02-28,PayPal,False
1057,6,65.57,2025-02-12,Gift Code,False
1058,534,33.34,2025-06-24,Gift Code,False
1059,974,36.07,2024-10-05,PayPal,True
1060,220,55.79,2024-12-25,PayPal,False
1061,871,51.93,2025-05-21,Credit Card,False
1062,12,46.7,2024-09-23,Credit Card,False
1063,795,24.33,2024-08-13,PayPal,False
1064,385,62.65,2025-01-17,PayPal,False
1065,704,47.64,2025-06-06,PayPal,False
1066,458,39.79,2025-06-03,Gift Code,False
1067,225,53.2,2024-11-04,PayPal,False
1068,336,62.55,2025-03-22,Gift Code,False
1069,167,47.33,2025-02-06,PayPal,False
1070,316,43.5,2025-06-08,Gift Code,False
1071,116,50.35,2025-02-26,Credit Card,False
1072,838,53.82,2025-05-24,Credit Card,False
1073,950,54.75,2025-06-14,Gift Code,False
1074,921,47.53,2024-11-03,Credit Card,False
1075,498,62.3,2025-03-08,Credit Card,True
1076,148,41.21,2025-07-09,Gift Code,False
1077,36,48.26,2025-04-18,PayPal,False
1078,407,48.22,2025-05-01,PayPal,False
1079,976,34.59,2024-11-25,Gift Code,False
1080,385,53.62,2025-03-13,Credit Card,True
1081,757,50.92,2024-08-22,PayPal,False
1082,990,48.08,2025-06-18,PayPal,False
1083,411,55.05,2024-09-28,Credit Card,False
1084,308,48.04,2024-12-21,Gift Code,False
1085,642,64.09,2024-07-25,Gift Code,False
1086,240,54.7,2025-06-23,PayPal,False
1087,917,53.74,2025-03-05,Gift Code,False
1088,905,43.25,2024-09-19,Credit Card,True
1089,367,31.11,2024-07-24,Gift Code,True
1090,856,58.02,2024-10-27,Gift Code,True
1091,304,31.11,2024-10-19,Gift Code,False
1092,617,47.31,2024-08-23,Gift Code,False
1093,167,58.8,2025-05-01,Credit Card,True
1094,554,41.32,2025-06-16,Gift Code,False
1095,967,45.38,2024-11-01,PayPal,True
1096,766,36.05,2025-05-09,Gift Code,False
1097,862,40.77,2025-01-08,PayPal,False
1098,301,42.04,2024-12-14,Credit Card,False
1099,898,45.37,2025-01-02,Gift Code,False
1100,972,51.28,2025-04-16,PayPal,False
1101,205,52.3,2024-12-08,Gift Code,False
1102,195,64.45,2025-02-01,Gift Code,True
1103,171,45.13,2025-04-27,PayPal,False
1104,762,55.56,2025-07-09,Credit Card,False
1105,616,43.63,2025-06-27,Credit Card,False
1106,875,66.75,2024-09-08,Credit Card,False
1107,402,51.23,2025-05-14,Credit Card,False
1108,39,47.92,2025-01-02,Credit Card,False
1109,748,42.07,2024-12-22,Credit Card,False
1110,646,59.05,2024-12-08,Gift Code,True
1111,252,51.29,2025-01-30,Gift Code,True
1112,682,52.04,2025-06-19,PayPal,False
1113,948,39.43,2025-06-23,Credit Card,False
1114,283,42.17,2025-07-15,Credit Card,True
1115,207,32.37,2025-02-07,Credit Card,False
1116,500,44.9,2025-03-26,PayPal,False
1117,143,45.2,2024-08-30,Gift Code,False
1118,19,36.54,2024-10-13,Gift Code,False
1119,702,49.27,2024-08-01,Credit Card,False
1120,576,46.51,2024-11-11,Gift Code,False
1121,742,42.73,2025-03-04,Gift Code,False
1122,819,41.42,2025-03-23,Gift Code,True
1123,687,51.65,2024-12-05,Credit Card,False
1124,825,42.21,2025-06-18,Gift Code,False
1125,20,66.43,2024-08-15,Gift Code,False
1126,788,48.15,2024-11-18,PayPal,False
1127,850,59.17,2024-10-23,Credit Card,False
1128,448,38.53,2025-07-19,Gift Code,False
1129,226,48.37,2025-02-03,Credit Card,False
1130,743,40.46,2025-03-02,Gift Code,False
1131,101,54.25,2025-04-12,Credit Card,True
1132,739,49.37,2025-05-12,Gift Code,False
1133,294,69.78,2024-12-24,Gift Code,False
1134,550,46.21,2024-11-13,PayPal,False
1135,65,32.39,2025-04-02,Credit Card,False
1136,499,49.39,2024-09-01,Gift Code,False
1137,76,51.97,2024-12-25,PayPal,False
1138,901,43.73,2024-11-06,PayPal,False
1139,704,42.45,2024-12-07,Credit Card,False
1140,635,38.01,2024-08-08,Credit Card,False
1141,125,54.8,2025-02-14,PayPal,False
1142,27,55.91,2024-12-20,Credit Card,False
1143,615,74.31,2024-09-17,Credit Card,False
1144,276,48.32,2025-06-29,Credit Card,False
1145,572,51.52,2025-05-01,Gift Code,False
1146,680,47.57,2025-04-24,Credit Card,False
1147,83,77.06,2025-07-20,Credit Card,False
1148,486,56.17,2025-02-27,PayPal,False
1149,463,50.01,2025-06-29,PayPal,False
1150,6,71.02,2024-11-26,PayPal,False
1151,969,49.39,2024-10-05,Credit Card,False
1152,676,85.41,2025-05-28,Credit Card,True
1153,368,66.63,2025-07-03,PayPal,False
1154,471,49.78,2024-09-12,PayPal,False
1155,714,55.12,2025-05-18,Gift Code,False
1156,449,51.26,2024-09-11,Gift Code,False
1157,907,57.53,2025-06-17,Gift Code,False
1158,689,44.19,2024-10-19,Credit Card,False
1159,370,70.96,2024-08-01,Credit Card,True
1160,340,43.46,2025-01-23,PayPal,False
1161,668,52.54,2024-09-19,Gift Code,False
1162,278,53.66,2024-11-06,Credit Card,False
1163,340,46.84,2025-07-05,Gift Code,False
1164,815,37.1,2025-05-02,Gift Code,False
1165,614,52.4,2025-02-23,Credit Card,True
1166,80,52.47,2025-07-15,Gift Code,False
1167,706,46.7,2025-01-29,PayPal,True
1168,793,47.1,2024-12-20,PayPal,False
1169,603,51.53,2024-10-30,Credit Card,False
1170,67,62.45,2024-08-29,Gift Code,False
1171,215,61.74,2025-07-15,PayPal,False
1172,416,54.81,2024-10-04,Gift Code,False
1173,145,45.7,2024-12-31,PayPal,False
1174,552,46.59,2024-08-31,PayPal,False
1175,724,47.55,2025-07-05,Gift Code,False
1176,286,45.49,2024-10-16,Credit Card,True
1177,571,38.97,2025-04-10,Credit Card,False
1178,540,42.19,2025-06-25,Credit Card,False
1179,47,56.01,2025-03-01,Gift Code,False
1180,237,43.57,2024-12-12,Gift Code,False
1181,117,50.35,2025-06-05,Gift Code,False
1182,151,50.0,2025-06-15,Credit Card,False
1183,83,54.58,2025-07-21,Gift Code,False
1184,57,43.39,2025-05-22,Credit Card,False
1185,729,16.91,2024-12-11,PayPal,False
1186,984,43.82,2025-01-30,Credit Card,True
1187,385,40.75,2024-10-29,Credit Card,False
1188,220,28.98,2024-11-25,Credit Card,False
1189,285,44.46,2025-02-20,Gift Code,False
1190,754,43.14,2024-12-25,Credit Card,False
1191,434,49.72,2024-09-08,PayPal,False
1192,320,55.23,2025-02-04,PayPal,False
1193,611,68.74,2025-05-09,PayPal,False
1194,242,50.92,2024-07-29,PayPal,False
1195,465,50.29,2025-04-17,PayPal,False
1196,203,69.97,2024-11-26,PayPal,False
1197,549,37.3,2025-06-21,Credit Card,False
1198,758,37.96,2025-02-04,Gift Code,True
1199,445,56.01,2024-10-09,Gift Code,False
1200,640,63.14,2025-03-04,PayPal,False
1201,135,64.31,2024-10-27,Credit Card,False
1202,858,31.94,2024-11-22,PayPal,False
1203,855,32.23,2025-07-02,PayPal,False
1204,576,48.82,2024-08-07,PayPal,False
1205,786,57.08,2025-02-10,PayPal,False
1206,541,46.18,2024-10-17,Gift Code,False
1207,487,38.22,2024-12-14,Gift Code,True
1208,882,37.26,2024-11-06,Credit Card,False
1209,738,60.35,2025-03-27,Credit Card,False
1210,572,60.66,2025-06-05,PayPal,False
1211,486,56.3,2025-07-18,Gift Code,False
1212,566,49.49,2024-11-09,PayPal,False
1213,840,41.31,2025-06-15,Gift Code,False
1214,661,30.91,2024-09-16,Gift Code,False
1215,405,34.97,2025-04-12,Credit Card,False
1216,570,29.61,2025-03-29,Credit Card,False
1217,433,46.99,2025-01-24,Gift Code,False
1218,548,54.65,2025-02-08,Credit Card,False
1219,657,50.65,2025-02-14,PayPal,False
1220,250,64.15,2024-12-08,Gift Code,False
1221,80,51.78,2025-02-28,Gift Code,False
